pulseheight,counts_ch_A,counts_ch_B
100.83616808404204,2,0
100.9847423711856,3,0
101.13331665832919,0,0
101.28189094547275,2,0
101.43046523261634,1,0
101.5790395197599,3,0
101.72761380690346,2,0
101.87618809404705,3,0
102.02476238119061,2,0
102.1733366683342,1,0
102.32191095547776,2,0
102.47048524262132,5,0
102.61905952976491,4,0
102.76763381690847,3,0
102.91620810405206,4,0
103.06478239119562,3,0
103.21335667833918,3,0
103.36193096548277,0,0
103.51050525262633,2,0
103.65907953976992,1,0
103.80765382691348,3,0
103.95622811405704,1,0
104.10480240120063,2,0
104.25337668834419,4,0
104.40195097548778,2,0
104.55052526263134,0,0
104.6990995497749,1,0
104.84767383691849,4,0
104.99624812406205,2,0
105.14482241120564,3,0
105.2933966983492,6,0
105.44197098549276,2,0
105.59054527263635,1,0
105.73911955977991,0,0
105.8876938469235,2,0
106.03626813406706,1,0
106.18484242121062,1,0
106.3334167083542,4,0
106.48199099549777,3,0
106.63056528264136,1,0
106.77913956978492,1,0
106.92771385692848,5,0
107.07628814407207,2,0
107.22486243121563,0,0
107.37343671835922,1,0
107.52201100550278,1,0
107.67058529264634,4,0
107.81915957978993,1,0
107.96773386693349,3,0
108.11630815407707,3,0
108.26488244122064,3,0
108.4134567283642,0,0
108.56203101550778,1,0
108.71060530265135,2,0
108.85917958979493,2,0
109.0077538769385,2,0
109.15632816408205,2,0
109.30490245122564,2,0
109.4534767383692,2,0
109.6020510255128,2,0
109.75062531265635,2,0
109.89919959979991,2,0
110.0477738869435,2,0
110.19634817408706,1,0
110.34492246123065,1,0
110.49349674837421,1,0
110.64207103551777,1,0
110.79064532266136,3,0
110.93921960980492,3,0
111.08779389694851,4,0
111.23636818409207,3,0
111.38494247123563,2,0
111.53351675837922,2,0
111.68209104552278,2,0
111.83066533266637,7,0
111.97923961980993,6,0
112.12781390695349,2,0
112.27638819409708,3,0
112.42496248124064,0,0
112.57353676838423,2,0
112.72211105552779,4,0
112.87068534267135,2,0
113.01925962981494,2,0
113.1678339169585,2,0
113.31640820410209,2,0
113.46498249124565,3,0
113.61355677838921,4,0
113.7621310655328,1,0
113.91070535267636,1,0
114.05927963981995,6,0
114.20785392696351,0,0
114.35642821410707,1,0
114.50500250125066,4,0
114.65357678839422,1,0
114.80215107553781,1,0
114.95072536268137,1,0
115.09929964982493,6,0
115.24787393696852,3,0
115.39644822411208,3,0
115.54502251125567,0,0
115.69359679839923,2,0
115.84217108554279,3,0
115.99074537268638,3,0
116.13931965982994,2,0
116.28789394697353,1,0
116.43646823411709,3,0
116.58504252126065,5,0
116.73361680840424,5,0
116.8821910955478,1,0
117.03076538269138,3,0
117.17933966983495,1,0
117.3279139569785,1,0
117.4764882441221,3,0
117.62506253126566,0,0
117.77363681840923,1,0
117.9222111055528,5,0
118.07078539269637,4,0
118.21935967983995,2,0
118.36793396698351,1,0
118.51650825412709,3,0
118.66508254127066,1,0
118.81365682841422,2,0
118.96223111555781,1,0
119.11080540270137,2,0
119.25937968984495,1,0
119.40795397698852,3,0
119.55652826413208,0,0
119.70510255127567,1,0
119.85367683841923,2,0
120.00225112556281,1,0
120.15082541270638,2,0
120.29939969984994,1,0
120.44797398699353,1,0
120.59654827413709,0,0
120.74512256128067,0,0
120.89369684842424,1,0
121.0422711355678,0,0
121.19084542271139,1,0
121.33941970985495,1,0
121.48799399699853,2,0
121.6365682841421,1,0
121.78514257128566,1,0
121.93371685842925,1,0
122.08229114557281,0,0
122.23086543271639,0,0
122.37943971985996,1,0
122.52801400700352,0,0
122.67658829414711,2,0
122.82516258129067,2,0
122.97373686843424,0,0
123.12231115557782,2,0
123.27088544272138,2,0
123.41945972986497,0,0
123.56803401700853,1,0
123.7166083041521,0,0
123.86518259129568,1,0
124.01375687843924,1,0
124.16233116558283,0,0
124.31090545272639,0,0
124.45947973986996,0,0
124.60805402701354,0,0
124.7566283141571,0,0
124.90520260130069,0,0
125.05377688844425,1,0
125.20235117558782,0,0
125.3509254627314,0,0
125.49949974987496,1,0
125.64807403701855,0,0
125.7966483241621,0,0
125.94522261130568,0,0
126.09379689844926,1,0
126.24237118559282,0,0
126.3909454727364,1,0
126.53951975987997,2,0
126.68809404702354,2,0
126.83666833416711,1,0
126.98524262131068,1,0
127.13381690845426,0,0
127.28239119559782,1,0
127.4309654827414,1,0
127.57953976988497,2,0
127.72811405702853,1,0
127.87668834417212,0,0
128.02526263131568,0,0
128.17383691845927,0,0
128.32241120560283,1,0
128.47098549274642,1,0
128.61955977988998,1,0
128.76813406703354,0,0
128.91670835417713,1,0
129.0652826413207,0,0
129.21385692846428,0,0
129.36243121560784,1,0
129.5110055027514,0,0
129.659579789895,0,0
129.80815407703855,0,0
129.95672836418214,0,0
130.1053026513257,0,0
130.25387693846926,0,0
130.40245122561285,1,0
130.5510255127564,0,0
130.6995997999,0,0
130.84817408704356,1,0
130.99674837418712,1,0
131.14532266133068,0,0
131.29389694847427,0,0
131.44247123561783,0,0
131.59104552276142,1,0
131.73961980990498,0,0
131.88819409704854,1,0
132.03676838419213,0,0
132.1853426713357,0,0
132.33391695847928,0,0
132.48249124562284,0,0
132.6310655327664,0,0
132.77963981991,0,0
132.92821410705355,0,0
133.07678839419714,0,0
133.2253626813407,0,0
133.37393696848426,1,0
133.52251125562785,1,0
133.6710855427714,2,0
133.819659829915,0,0
133.96823411705856,0,0
134.11680840420212,0,0
134.2653826913457,0,0
134.41395697848927,0,0
134.56253126563286,0,0
134.71110555277642,1,0
134.85967983991998,0,0
135.00825412706357,0,0
135.15682841420713,0,0
135.30540270135072,0,0
135.45397698849428,1,0
135.60255127563784,0,0
135.75112556278143,0,0
135.89969984992499,2,0
136.04827413706857,1,0
136.19684842421213,0,0
136.3454227113557,0,0
136.49399699849928,0,0
136.64257128564284,1,0
136.79114557278643,0,0
136.93971985993,0,0
137.08829414707355,0,0
137.23686843421714,0,0
137.3854427213607,1,0
137.5340170085043,1,0
137.68259129564785,0,0
137.8311655827914,0,0
137.979739869935,1,0
138.12831415707856,0,0
138.27688844422215,0,0
138.4254627313657,0,0
138.57403701850927,1,0
138.72261130565286,0,0
138.87118559279642,0,0
139.01975987994,0,0
139.16833416708357,0,0
139.31690845422713,0,0
139.46548274137072,2,0
139.61405702851428,0,0
139.76263131565787,0,0
139.91120560280143,1,0
140.059779889945,0,0
140.20835417708858,0,0
140.35692846423214,0,0
140.50550275137573,1,0
140.6540770385193,0,0
140.80265132566285,0,0
140.95122561280644,1,0
141.09979989995,0,0
141.2483741870936,0,0
141.39694847423715,0,0
141.5455227613807,1,0
141.6940970485243,0,0
141.84267133566786,0,0
141.99124562281145,0,0
142.139819909955,0,0
142.28839419709857,1,0
142.43696848424216,1,0
142.58554277138572,0,0
142.7341170585293,0,0
142.88269134567287,2,0
143.03126563281643,2,0
143.17983991996002,1,0
143.32841420710358,0,0
143.47698849424717,1,0
143.62556278139073,1,0
143.7741370685343,1,0
143.92271135567788,0,0
144.07128564282144,0,0
144.21985992996503,0,0
144.3684342171086,0,0
144.51700850425215,0,0
144.66558279139574,2,0
144.8141570785393,0,0
144.96273136568288,0,0
145.11130565282645,2,0
145.25987993997,0,0
145.4084542271136,0,0
145.55702851425715,1,0
145.70560280140074,0,0
145.8541770885443,0,0
146.00275137568786,1,0
146.15132566283145,0,0
146.299899949975,1,0
146.4484742371186,0,0
146.59704852426216,0,0
146.74562281140572,0,0
146.8941970985493,0,0
147.04277138569287,0,0
147.19134567283646,1,0
147.33991995998002,0,0
147.48849424712358,1,0
147.63706853426717,0,0
147.78564282141073,0,0
147.93421710855432,0,0
148.08279139569788,1,0
148.23136568284144,0,0
148.37993996998503,0,0
148.5285142571286,0,0
148.67708854427218,0,0
148.82566283141574,1,0
148.9742371185593,1,0
149.1228114057029,0,0
149.27138569284645,0,0
149.41995997999004,0,0
149.5685342671336,1,0
149.71710855427716,0,0
149.86568284142075,1,0
150.0142571285643,0,0
150.1628314157079,0,0
150.31140570285146,0,0
150.45997998999502,1,0
150.6085542771386,0,0
150.75712856428217,1,0
150.90570285142576,0,0
151.05427713856932,1,0
151.20285142571288,1,0
151.35142571285647,1,0
151.50000000000003,0,0
151.64857428714362,0,0
151.79714857428718,0,0
151.94572286143074,0,0
152.09429714857433,0,0
152.2428714357179,0,0
152.39144572286148,2,0
152.54002001000504,0,0
152.6885942971486,0,0
152.8371685842922,0,0
152.98574287143575,0,0
153.13431715857934,0,0
153.2828914457229,0,0
153.43146573286646,2,0
153.58004002001005,2,0
153.7286143071536,0,0
153.8771885942972,0,0
154.02576288144076,0,0
154.17433716858432,0,0
154.3229114557279,0,0
154.47148574287147,0,0
154.62006003001505,0,0
154.76863431715861,0,0
154.91720860430217,2,0
155.06578289144576,0,0
155.21435717858932,0,0
155.3629314657329,1,0
155.51150575287647,0,0
155.66008004002003,1,0
155.80865432716362,1,0
155.95722861430718,0,0
156.10580290145077,0,0
156.25437718859433,1,0
156.4029514757379,0,0
156.55152576288148,0,0
156.70010005002504,0,0
156.84867433716863,1,0
156.9972486243122,0,0
157.14582291145575,0,0
157.29439719859934,0,0
157.4429714857429,0,0
157.5915457728865,0,0
157.74012006003005,0,0
157.8886943471736,0,0
158.0372686343172,1,0
158.18584292146076,0,0
158.33441720860435,0,0
158.4829914957479,0,0
158.63156578289147,0,0
158.78014007003506,0,0
158.92871435717862,0,0
159.0772886443222,2,0
159.22586293146577,0,0
159.37443721860933,0,0
159.52301150575292,0,0
159.67158579289648,0,0
159.82016008004007,1,0
159.96873436718363,1,0
160.1173086543272,1,0
160.26588294147078,0,0
160.41445722861434,0,0
160.56303151575793,1,0
160.7116058029015,0,0
160.86018009004505,0,0
161.00875437718864,0,0
161.1573286643322,0,0
161.3059029514758,1,0
161.45447723861935,0,0
161.6030515257629,1,0
161.7516258129065,0,0
161.90020010005006,0,0
162.04877438719365,0,0
162.1973486743372,1,0
162.34592296148077,0,0
162.49449724862436,0,0
162.64307153576792,0,0
162.7916458229115,0,0
162.94022011005507,0,0
163.08879439719863,0,0
163.23736868434221,1,0
163.38594297148578,0,0
163.53451725862936,0,0
163.68309154577292,0,0
163.83166583291649,1,0
163.98024012006007,0,0
164.12881440720363,1,0
164.27738869434722,0,0
164.42596298149078,0,0
164.57453726863434,0,0
164.72311155577793,0,0
164.8716858429215,0,0
165.02026013006508,0,0
165.16883441720864,0,0
165.3174087043522,0,0
165.4659829914958,0,0
165.61455727863935,1,0
165.76313156578294,0,0
165.9117058529265,0,0
166.06028014007006,0,0
166.20885442721365,0,0
166.3574287143572,1,0
166.5060030015008,0,0
166.65457728864436,0,0
166.80315157578792,1,0
166.9517258629315,0,0
167.10030015007507,0,0
167.24887443721866,0,0
167.39744872436222,0,0
167.54602301150578,1,0
167.69459729864937,0,0
167.84317158579293,1,0
167.99174587293652,0,0
168.14032016008008,0,0
168.28889444722364,0,0
168.43746873436723,0,0
168.5860430215108,0,0
168.73461730865438,0,0
168.88319159579794,0,0
169.0317658829415,0,0
169.1803401700851,1,0
169.32891445722865,0,0
169.47748874437224,0,0
169.6260630315158,0,0
169.77463731865936,0,0
169.92321160580295,1,0
170.0717858929465,0,0
170.2203601800901,1,0
170.36893446723366,1,0
170.51750875437722,0,0
170.6660830415208,1,0
170.81465732866437,0,0
170.96323161580796,0,0
171.11180590295152,0,0
171.26038019009508,0,0
171.40895447723867,0,0
171.55752876438223,0,0
171.70610305152582,0,0
171.85467733866938,1,0
172.00325162581294,0,0
